function_id,language,test_source,model,system_fingerprint,test_path,gen_status,prompt_chars,in_tokens,out_tokens,cost_usd,timestamp
PY-027,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b29d6a4e3f,generated_tests\gpt4o_v2\python\test_py_027.py,ok,2819,606,368,0.000312,2026-07-20T22:21:10.897837
PY-029,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_db84271684,generated_tests\gpt4o_v2\python\test_py_029.py,ok,2366,539,873,0.000605,2026-07-20T22:21:14.510626
PY-028,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\python\test_py_028.py,ok,1772,383,398,0.000296,2026-07-20T22:21:19.921422
PY-030,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\python\test_py_030.py,ok,2981,702,551,0.000436,2026-07-20T22:21:21.229735
PY-031,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_50fe65a81f,generated_tests\gpt4o_v2\python\test_py_031.py,ok,2353,499,374,0.000299,2026-07-20T22:21:28.440093
PY-029,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_db84271684,generated_tests\gpt4o_v2\python\test_py_029.py,ok,2366,539,873,0.000605,2026-07-20T22:21:37.150459
PY-032,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_60952bc00e,generated_tests\gpt4o_v2\python\test_py_032.py,ok,2982,644,648,0.000485,2026-07-20T22:21:40.840990
PY-030,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_30570f0196,generated_tests\gpt4o_v2\python\test_py_030.py,ok,2981,702,536,0.000427,2026-07-20T22:21:43.419731
PY-033,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\python\test_py_033.py,ok,2644,591,406,0.000332,2026-07-20T22:21:47.107768
PY-034,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_034.py,ok,1610,349,476,0.000338,2026-07-20T22:21:53.935202
PY-031,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_50fe65a81f,generated_tests\gpt4o_v2\python\test_py_031.py,ok,2353,499,513,0.000383,2026-07-20T22:21:54.857893
PY-035,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_fed8e02fdb,generated_tests\gpt4o_v2\python\test_py_035.py,ok,1725,380,582,0.000406,2026-07-20T22:22:00.353826
PY-032,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_60952bc00e,generated_tests\gpt4o_v2\python\test_py_032.py,ok,2982,644,648,0.000485,2026-07-20T22:22:05.312846
PY-036,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b17ed51e72,generated_tests\gpt4o_v2\python\test_py_036.py,ok,1858,376,505,0.000359,2026-07-20T22:22:08.268953
PY-033,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\python\test_py_033.py,ok,2644,591,524,0.000403,2026-07-20T22:22:13.108755
PY-037,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b17ed51e72,generated_tests\gpt4o_v2\python\test_py_037.py,ok,2846,615,409,0.000338,2026-07-20T22:22:14.060498
PY-034,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_034.py,ok,1610,349,477,0.000339,2026-07-20T22:22:19.916942
PY-035,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_fed8e02fdb,generated_tests\gpt4o_v2\python\test_py_035.py,ok,1725,380,431,0.000316,2026-07-20T22:22:25.276096
PY-036,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b17ed51e72,generated_tests\gpt4o_v2\python\test_py_036.py,ok,1858,376,432,0.000316,2026-07-20T22:22:31.546636
PY-038,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_939a9d4290,generated_tests\gpt4o_v2\python\test_py_038.py,ok,2260,479,465,0.000351,2026-07-20T22:22:34.851955
PY-037,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_b17ed51e72,generated_tests\gpt4o_v2\python\test_py_037.py,ok,2846,615,409,0.000338,2026-07-20T22:22:37.629648
PY-039,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\python\test_py_039.py,ok,2491,549,390,0.000316,2026-07-20T22:22:40.042112
PY-038,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_939a9d4290,generated_tests\gpt4o_v2\python\test_py_038.py,ok,2260,479,443,0.000338,2026-07-20T22:22:43.549941
PY-040,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\python\test_py_040.py,ok,2118,483,402,0.000314,2026-07-20T22:22:45.085195
PY-041,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\python\test_py_041.py,ok,3153,681,294,0.000279,2026-07-20T22:22:48.803581
PY-039,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_349838c1f9,generated_tests\gpt4o_v2\python\test_py_039.py,ok,2491,549,428,0.000339,2026-07-20T22:22:50.329794
PY-040,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\python\test_py_040.py,ok,2118,483,402,0.000314,2026-07-20T22:22:55.415251
PY-042,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_7ab7aec4da,generated_tests\gpt4o_v2\python\test_py_042.py,ok,2667,565,579,0.000432,2026-07-20T22:22:57.075641
PY-041,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\python\test_py_041.py,ok,3153,681,294,0.000279,2026-07-20T22:22:58.783899
PY-042,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_7ab7aec4da,generated_tests\gpt4o_v2\python\test_py_042.py,ok,2667,565,406,0.000328,2026-07-20T22:23:03.878434
PY-043,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\python\test_py_043.py,ok,2539,557,482,0.000373,2026-07-20T22:23:08.117763
PY-043,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a8eb499e0d,generated_tests\gpt4o_v2\python\test_py_043.py,ok,2539,557,685,0.000495,2026-07-20T22:23:12.691662
PY-044,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_07be26b212,generated_tests\gpt4o_v2\python\test_py_044.py,ok,2640,574,563,0.000424,2026-07-20T22:23:15.191705
PY-044,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_07be26b212,generated_tests\gpt4o_v2\python\test_py_044.py,ok,2640,574,554,0.000418,2026-07-20T22:23:19.819988
PY-045,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_1aec1bbdb8,generated_tests\gpt4o_v2\python\test_py_045.py,ok,2496,548,812,0.000569,2026-07-20T22:23:26.093725
PY-045,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_1aec1bbdb8,generated_tests\gpt4o_v2\python\test_py_045.py,ok,2496,548,603,0.000444,2026-07-20T22:23:27.292685
PY-046,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_046.py,ok,3414,687,456,0.000377,2026-07-20T22:23:33.143372
PY-046,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_046.py,ok,3414,687,456,0.000377,2026-07-20T22:23:34.650037
PY-047,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_07be26b212,generated_tests\gpt4o_v2\python\test_py_047.py,ok,2849,577,239,0.000230,2026-07-20T22:23:36.640093
PY-047,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_07be26b212,generated_tests\gpt4o_v2\python\test_py_047.py,ok,2849,577,235,0.000228,2026-07-20T22:23:37.942238
PY-048,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_e9323266c1,generated_tests\gpt4o_v2\python\test_py_048.py,ok,2398,564,468,0.000365,2026-07-20T22:23:43.429995
PY-048,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_e9323266c1,generated_tests\gpt4o_v2\python\test_py_048.py,ok,2398,564,468,0.000365,2026-07-20T22:23:44.829767
PY-049,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\python\test_py_049.py,ok,2610,569,332,0.000285,2026-07-20T22:23:47.872454
PY-049,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_77069cb563,generated_tests\gpt4o_v2\python\test_py_049.py,ok,2610,569,388,0.000318,2026-07-20T22:23:50.040339
PY-050,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_939a9d4290,generated_tests\gpt4o_v2\python\test_py_050.py,ok,2840,661,399,0.000339,2026-07-20T22:23:55.503158
PY-050,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_939a9d4290,generated_tests\gpt4o_v2\python\test_py_050.py,ok,2840,661,515,0.000408,2026-07-20T22:23:56.153796
PY-051,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_469628dc88,generated_tests\gpt4o_v2\python\test_py_051.py,ok,2768,580,479,0.000374,2026-07-20T22:24:01.179819
PY-051,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_469628dc88,generated_tests\gpt4o_v2\python\test_py_051.py,ok,2768,580,479,0.000374,2026-07-20T22:24:02.661428
PY-052,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_330ce8a4ae,generated_tests\gpt4o_v2\python\test_py_052.py,ok,2299,514,390,0.000311,2026-07-20T22:24:06.154139
PY-052,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_330ce8a4ae,generated_tests\gpt4o_v2\python\test_py_052.py,ok,2299,514,422,0.000330,2026-07-20T22:24:07.954163
PY-053,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_db286bd4bf,generated_tests\gpt4o_v2\python\test_py_053.py,ok,1707,383,454,0.000330,2026-07-20T22:24:11.824173
PY-053,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_db286bd4bf,generated_tests\gpt4o_v2\python\test_py_053.py,ok,1707,383,454,0.000330,2026-07-20T22:24:14.049589
PY-054,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8516364442,generated_tests\gpt4o_v2\python\test_py_054.py,ok,1516,316,407,0.000292,2026-07-20T22:24:19.217844
PY-054,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8516364442,generated_tests\gpt4o_v2\python\test_py_054.py,ok,1516,316,401,0.000288,2026-07-20T22:24:21.823804
PY-055,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8c62eb5aea,generated_tests\gpt4o_v2\python\test_py_055.py,ok,2114,454,388,0.000301,2026-07-20T22:24:23.491935
PY-055,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_8c62eb5aea,generated_tests\gpt4o_v2\python\test_py_055.py,ok,2114,454,399,0.000307,2026-07-20T22:24:27.124089
PY-056,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_939a9d4290,generated_tests\gpt4o_v2\python\test_py_056.py,ok,2529,573,589,0.000439,2026-07-20T22:24:31.764527
PY-056,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_939a9d4290,generated_tests\gpt4o_v2\python\test_py_056.py,ok,2529,573,568,0.000427,2026-07-20T22:24:34.376292
PY-057,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a17b1ca31d,generated_tests\gpt4o_v2\python\test_py_057.py,ok,2310,514,513,0.000385,2026-07-20T22:24:38.709801
PY-057,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_a17b1ca31d,generated_tests\gpt4o_v2\python\test_py_057.py,ok,2310,514,533,0.000397,2026-07-20T22:24:41.560003
PY-058,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_058.py,ok,2500,549,407,0.000327,2026-07-20T22:24:44.089782
PY-058,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_9899ea5f96,generated_tests\gpt4o_v2\python\test_py_058.py,ok,2500,549,335,0.000283,2026-07-20T22:24:46.726418
PY-059,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_13015c0152,generated_tests\gpt4o_v2\python\test_py_059.py,ok,2861,622,551,0.000424,2026-07-20T22:24:52.321802
PY-059,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_13015c0152,generated_tests\gpt4o_v2\python\test_py_059.py,ok,2861,622,585,0.000444,2026-07-20T22:24:55.474264
PY-060,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\python\test_py_060.py,ok,2191,502,422,0.000329,2026-07-20T22:24:57.189886
PY-060,python,gpt4o_v2,gpt-4o-mini-2024-07-18,fp_2247163164,generated_tests\gpt4o_v2\python\test_py_060.py,ok,2191,502,382,0.000304,2026-07-20T22:25:00.759731
